"CODICE RDS";"DESCRIZIONE";;"N.ORDINE RDS";"ANNO ";"RIGA ORDINE";"CODICE CLIENTE ";"CLIENTE";"UM";"Q.TA'ORDINATA";"Q.TA RESIDUA";"DATA CONSEGNA";"VALORE";"DEPOSITO";"CODICE CLIENTE";"N.ORD.CLIENTE";"CONSEGNA RICHIESTA";
"A612330";"BASE SCATOLA MICRO";"<2245>";"P0000397";2018;1;8004278;"MAZZER LUIGI S.P.A.";"PZ";10000;10000;15/07/2018;1210;1;"S000SCA03/QQQ";15591;" ";" "
"A612340";"COPERCHIO SCATOLA MICRO";"<2245>";"P0000397";2018;2;8004278;"MAZZER LUIGI S.P.A.";"PZ";10000;10000;15/07/2018;1080;1;"S000SCA04/QQQ";15591;" ";" "
"A612370";"FERMACAVO SCATOLA MICRO";" ";"P0000397";2018;3;8004278;"MAZZER LUIGI S.P.A.";"PZ";10000;10000;15/07/2018;390;1;"S000SCA05/QQQ";15591;" ";" "
"A612770";"COPERCHIO SCAT.GRIGIO L970 con";"MARCH.+GUARNIZ.<2341>imb.pz.42";"S0000053";2018;56;8004303;"CAME SPA";"PZ";84;84;01/06/2018;118.61;1;"319L970G";"PROGRAMMA";" ";" "
"A612770";"COPERCHIO SCAT.GRIGIO L970 con";"MARCH.+GUARNIZ.<2341>imb.pz.42";"S0000065";2018;40;8004303;"CAME SPA";"PZ";168;168;01/07/2018;237.22;1;"319L970G";"PROGRAMMA";" ";" "
"A612770";"COPERCHIO SCAT.GRIGIO L970 con";"MARCH.+GUARNIZ.<2341>imb.pz.42";"P0000420";2018;1;8004303;"CAME SPA";"PZ";42;42;02/07/2018;59.3;1;"319L970G";4520146880;" ";" "
"A612770";"COPERCHIO SCAT.GRIGIO L970 con";"MARCH.+GUARNIZ.<2341>imb.pz.42";"S0000067";2018;36;8004303;"CAME SPA";"PZ";84;84;01/09/2018;118.61;1;"319L970G";"PROGRAMMA";" ";" "
"A612780";"COP.SCAT.Q.E.PICC.NERO L970 C/";"M CAME+GUARN.<234101>imb.42 pz";"S0000053";2018;57;8004303;"CAME SPA";"PZ";672;672;01/06/2018;948.86;1;"319L970N";"PROGRAMMA";" ";" "
"A612780";"COP.SCAT.Q.E.PICC.NERO L970 C/";"M CAME+GUARN.<234101>imb.42 pz";"S0000065";2018;41;8004303;"CAME SPA";"PZ";42;42;01/07/2018;59.3;1;"319L970N";"PROGRAMMA";" ";" "
"A612780";"COP.SCAT.Q.E.PICC.NERO L970 C/";"M CAME+GUARN.<234101>imb.42 pz";"S0000066";2018;29;8004303;"CAME SPA";"PZ";420;420;01/08/2018;593.04;1;"319L970N";"PROGRAMMA";" ";" "
"A612780";"COP.SCAT.Q.E.PICC.NERO L970 C/";"M CAME+GUARN.<234101>imb.42 pz";"S0000067";2018;37;8004303;"CAME SPA";"PZ";714;714;01/09/2018;1008.17;1;"319L970N";"PROGRAMMA";" ";" "
"A612790";"FONDO SCATOLA NERO";"<2153> imballo pz. 70";"S0000053";2018;55;8004303;"CAME SPA";"PZ";560;560;01/06/2018;446.88;1;"319L969N";"PROGRAMMA";" ";" "
"A612790";"FONDO SCATOLA NERO";"<2153> imballo pz. 70";"S0000065";2018;39;8004303;"CAME SPA";"PZ";70;70;01/07/2018;55.86;1;"319L969N";"PROGRAMMA";" ";" "
"A612790";"FONDO SCATOLA NERO";"<2153> imballo pz. 70";"S0000066";2018;28;8004303;"CAME SPA";"PZ";770;770;01/08/2018;614.46;1;"319L969N";"PROGRAMMA";" ";" "
"A612790";"FONDO SCATOLA NERO";"<2153> imballo pz. 70";"S0000067";2018;35;8004303;"CAME SPA";"PZ";280;280;01/09/2018;223.44;1;"319L969N";"PROGRAMMA";" ";" "
"A612800";"FONDO SCATOLA GRIGIO";"<2153> imballo pz.70";"S0000053";2018;54;8004303;"CAME SPA";"PZ";140;140;01/06/2018;111.72;1;"319L969G";"PROGRAMMA";" ";" "
"A612800";"FONDO SCATOLA GRIGIO";"<2153> imballo pz.70";"P0000412";2018;1;8004303;"CAME SPA";"PZ";140;140;21/06/2018;111.72;1;"319L969G";4520146398;" ";" "
"A612800";"FONDO SCATOLA GRIGIO";"<2153> imballo pz.70";"S0000065";2018;38;8004303;"CAME SPA";"PZ";280;280;01/07/2018;223.44;1;"319L969G";"PROGRAMMA";" ";" "
"A612890";"ANELLO ADATT.SNORK.d.75E80";"<2163> 780030001600 BFC03.039";"P0000394";2018;1;8004321;"ECOFLAM BRUCIATORI SPA";"PZ";500;500;29/06/2018;290;1;780030001600;" ";" ";" "
"A613070";"GRIGLIA DI PROTEZIONE VENTILAT";"ORE <2192>";"P0000351";2018;1;8005102;"EPTA S.P.A.";"PZ";3000;3000;15/07/2018;810;1;10008610;43084;" ";" "
"A613120";"COPERCHIO SQUADRETTA FUS.d100";"VERS.2001  BCF09011/1<2205>";"P0000364";2018;1;8004321;"ECOFLAM BRUCIATORI SPA";"PZ";4000;2500;20/06/2018;252.5;1;540070117600;" ";05/06/2018;" "
"A613432";"COFANO FUSIONE Ø120 ""MAX"" ROSS";"O c/tamp. e fresatura <2243>";"P0000401";2018;3;8004321;"ECOFLAM BRUCIATORI SPA";"PZ";700;700;12/07/2018;1491.7;1;840020011800;" ";" ";" "
"A613433";"COFANO FUSIONE D.120 ""MAX"" ROS";"SO 4-12 C/TAMP. <2243>";"P0000401";2018;1;8004321;"ECOFLAM BRUCIATORI SPA";"PZ";1200;1200;12/07/2018;2557.2;1;840020011300;" ";" ";" "
"A613440";"TAPPO REVERS COFANO FUSIONE";"ø120""MAX""ROSSO<2243>BFC06123/2";"P0000401";2018;2;8004321;"ECOFLAM BRUCIATORI SPA";"PZ";1200;1200;12/07/2018;480;1;400010032500;" ";" ";" "
"A613440";"TAPPO REVERS COFANO FUSIONE";"ø120""MAX""ROSSO<2243>BFC06123/2";"P0000401";2018;4;8004321;"ECOFLAM BRUCIATORI SPA";"PZ";700;700;12/07/2018;280;1;400010032500;" ";" ";" "
"A613470";"ASSIEME CASSETTO ASPIRAZIONE A";"RIA MAX4 FUSIONE Ø120 BAA10012";"P0000317";2018;1;8004321;"ECOFLAM BRUCIATORI SPA";"PZ";2500;1353;11/06/2018;5742.13;1;740130030200;" ";04/06/2018;" "
"A613502";"SCATOLA RADIATORE BLV BIANCO";"ANT. CONN. F <225602>";"P0000372";2018;1;8005010;"FRACARRO RADIOINDUSTRIE SRL";"PZ";5000;5000;15/06/2018;550;1;"3CP368";4700013259;" ";" "
"A622430";"PILETTA DI SCARICO INTERNA";"<2200>";"P0000418";2018;1;9010751;"CARRIER CR HUNGARY  Ltd.";"PZ";1000;1000;09/07/2018;993;1;30355150;18006521;" ";" "
"A660450";"ANGOLARE 100 PORTA LINEA <2628";">";"P0000377";2018;1;8001808;"CRIOCABIN   SPA";"PZ";500;500;12/07/2018;475;1;40004705;1802752;" ";" "
"A661261";"SPORTELLO VASCA S/SCRITTA in";"ABS <250101>";"P0000392";2018;1;8005102;"EPTA S.P.A.";"PZ";88;88;04/07/2018;559.33;1;10004826;5367;" ";" "
"A661261";"SPORTELLO VASCA S/SCRITTA in";"ABS <250101>";"P0000417";2018;1;8005102;"EPTA S.P.A.";"PZ";88;88;19/07/2018;559.33;1;10004826;5396;" ";" "
"A662980";"PROLUNGA N. 1 (104/49) NERA (S";"PEC.58ST) <2639>";"P0000373";2018;1;8004411;"RITMO S.P.A.";"PZ";1000;1000;13/07/2018;289;1;"76629040B";"X1801763";" ";" "
"A662990";"PROLUNGA N.2 (104/50) RASCHIAT";"UBO 315 (SPEC.58ST) <2639>";"P0000374";2018;1;8004411;"RITMO S.P.A.";"PZ";1000;1000;13/07/2018;343;1;"76629050B";"X1801762";" ";" "
"A663000";"PROLUNGA N. 3 (104/51) RASCHIA";"TUBO 315 (SPEC.58ST) <2639>";"P0000375";2018;1;8004411;"RITMO S.P.A.";"PZ";1000;1000;13/07/2018;394;1;"76629060B";"X 1801761";" ";" "
"A665141";"PIANTONE AF55-AL450 LAV.";"DIS. 6802 rev. 4 <2692>";"P0000346";2018;2;8001705;"A.T.A.  SRL";"PZ";500;500;04/07/2018;2839;1;6802;181626;" ";" "
"A665143";"PIANTONE PER GIRANTE INOX";"<2692>";"P0000346";2018;3;8001705;"A.T.A.  SRL";"PZ";100;100;04/07/2018;499.9;1;8621;181626;" ";" "
"A670260";"COPERCHIO SBLOCCO <2710>";"imballo pz.200";"P0000376";2018;1;8004303;"CAME SPA";"PZ";200;200;02/07/2018;355.6;1;"119BS941";4520144519;" ";" "
"A670260";"COPERCHIO SBLOCCO <2710>";"imballo pz.200";"P0000405";2018;1;8004303;"CAME SPA";"PZ";200;200;16/07/2018;355.6;1;"119BS941";4520145929;" ";" "
"A670262";"COPERCHIO SBL.DIS. S941 ROSSO";"MOTOSTAR imb.pz. 200 S/MARCHIO";"P0000388";2018;1;8004303;"CAME SPA";"PZ";200;200;06/07/2018;355.6;1;"119BS941A";4520145055;" ";" "
"A670262";"COPERCHIO SBL.DIS. S941 ROSSO";"MOTOSTAR imb.pz. 200 S/MARCHIO";"P0000386";2018;1;8004303;"CAME SPA";"PZ";200;200;09/07/2018;355.6;1;"119BS941A";4520145228;" ";" "
"A670270";"TELAIO INTERMEDIO LATO FINECOR";"SA <2711>  imballo pz.80";"P0000376";2018;2;8004303;"CAME SPA";"PZ";80;80;02/07/2018;219.68;1;"119BS942";4520144519;" ";" "
"A670270";"TELAIO INTERMEDIO LATO FINECOR";"SA <2711>  imballo pz.80";"P0000405";2018;2;8004303;"CAME SPA";"PZ";80;80;11/07/2018;219.68;1;"119BS942";4520145929;" ";" "
"A670270";"TELAIO INTERMEDIO LATO FINECOR";"SA <2711>  imballo pz.80";"P0000413";2018;1;8004303;"CAME SPA";"PZ";80;80;16/07/2018;219.68;1;"119BS942";4520146397;" ";" "
"A670280";"PROTEZIONE INTERNA LATO MOTORE";"/ dis. S937 <2713>";"P0000386";2018;2;8004303;"CAME SPA";"PZ";1050;1050;16/07/2018;199.5;1;"119BS937";4520145228;" ";" "
"A670340";"ATTACCO SUPERIORE DX x FRONTAL";"E c/filetto <2715>";"P0000235";2018;1;8004905;"DE ROSSO SRL";"PZ";5000;5000;08/06/2018;1925;1;31400505;"206-342018";" ";" "
"A670710";"FUNGO x CAMPANE <2721>";" ";"P0000397";2018;7;8004278;"MAZZER LUIGI S.P.A.";"PZ";5000;5000;15/07/2018;1760;1;"S000FUN00/QQQ";15591;" ";" "
"A671250";"INNESTO CINGHIA PER ROLLS cod.";"RO INNESTO CIN.";"P0000222";2018;62;8004806;"KING GATES SRL";"PZ";2000;2000;01/10/2018;366;1;"RO INNESTO CIN.";164763;" ";" "
"A671260";"PERNO DI SBLOCCO PER ROLLS";"cod. RO PERNO SBLO";"P0000222";2018;68;8004806;"KING GATES SRL";"PZ";2000;2000;01/08/2018;284;1;"RO PERNO SBLO";164763;" ";" "
"A671270";"MANIGLIA PER ROLLS cod. RO";"MANIGLIA";"P0000222";2018;63;8004806;"KING GATES SRL";"PZ";2000;2000;01/08/2018;396;1;"RO MANIGLIA";164763;" ";" "
"A671290";"COPERCHIO SUPPORTO MOTORE";"ROLLS cod. RO COPERCHIO MO";"P0000222";2018;56;8004806;"KING GATES SRL";"PZ";1000;1000;01/09/2018;359;1;"RO COPERCHIO MO";164763;" ";" "
"A671290";"COPERCHIO SUPPORTO MOTORE";"ROLLS cod. RO COPERCHIO MO";"P0000222";2018;57;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;359;1;"RO COPERCHIO MO";164763;" ";" "
"A671300";"PATTINO SUPERIORE PER ROLLS co";"d. RO PATTINO SUP.";"P0000222";2018;66;8004806;"KING GATES SRL";"PZ";1000;1000;01/08/2018;555;1;"RO PATTINO SUP.";164763;" ";" "
"A671300";"PATTINO SUPERIORE PER ROLLS co";"d. RO PATTINO SUP.";"P0000222";2018;67;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;555;1;"RO PATTINO SUP.";164763;" ";" "
"A671310";"PATTINO INFERIORE PER ROLLS co";"d. RO PATTINO INF.";"P0000222";2018;64;8004806;"KING GATES SRL";"PZ";1000;1000;01/08/2018;579;1;"RO PATTINO INF.";164763;" ";" "
"A671310";"PATTINO INFERIORE PER ROLLS co";"d. RO PATTINO INF.";"P0000222";2018;65;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;579;1;"RO PATTINO INF.";164763;" ";" "
"A671320";"INNESTO MOTORE ROLLS cod.";"RO INNESTO MO <2763>";"P0000222";2018;54;8004806;"KING GATES SRL";"PZ";2000;2000;01/08/2018;3154;1;"PD 2001A0000";164763;" ";" "
"A671340";"COPERCHIO BATTERIE ROLLS cod.";"RO COPERC.BATT.";"P0000222";2018;72;8004806;"KING GATES SRL";"PZ";1000;1000;01/10/2018;159;1;"RO COPERC.BATT.";164763;" ";" "
"A671350";"COPERTURA SCHEDA cod.";"RO COPERTURA SCH";"P0000222";2018;58;8004806;"KING GATES SRL";"PZ";1000;1000;01/09/2018;486;1;"RO COPERTURA SCH";164763;" ";" "
"A671350";"COPERTURA SCHEDA cod.";"RO COPERTURA SCH";"P0000222";2018;59;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;486;1;"RO COPERTURA SCH";164763;" ";" "
"A671370";"GUSCIO FISSO ROLLS cod.";"RO GUSCIO FISSO";"P0000222";2018;60;8004806;"KING GATES SRL";"PZ";1000;1000;01/08/2018;1769;1;"RO GUSCIO FISSO";164763;" ";" "
"A671370";"GUSCIO FISSO ROLLS cod.";"RO GUSCIO FISSO";"P0000222";2018;61;8004806;"KING GATES SRL";"PZ";1000;1000;01/10/2018;1769;1;"RO GUSCIO FISSO";164763;" ";" "
"A671380";"SPECCHIETTO LED ROLLS cod.";"RO SPECCHIETTO L";"P0000222";2018;69;8004806;"KING GATES SRL";"PZ";10000;10000;01/08/2018;1070;1;"RO SPECCHIETTO L";164763;" ";" "
"A671380";"SPECCHIETTO LED ROLLS cod.";"RO SPECCHIETTO L";"P0000222";2018;70;8004806;"KING GATES SRL";"PZ";5000;5000;02/11/2018;535;1;"RO SPECCHIETTO L";164763;" ";" "
"A671390";"COPERCHIETTO COPRI VITE ROLLS";"cod. RO COPERC.COPR/V";"P0000358";2018;1;8004806;"KING GATES SRL";"PZ";2000;2000;05/09/2018;194;1;"RO COPERC.COPR/V";165065;" ";" "
"A671390";"COPERCHIETTO COPRI VITE ROLLS";"cod. RO COPERC.COPR/V";"P0000380";2018;1;8004806;"KING GATES SRL";"PZ";2000;2000;05/09/2018;194;1;"RO COPERC.COPR/V";165065;" ";" "
"A671490";"TAPPO x DADO ROLLS cod.";"RO TAPPO DADO";"P0000222";2018;71;8004806;"KING GATES SRL";"PZ";1000;1000;01/10/2018;34;1;"RO TAPPO DADO";164763;" ";" "
"A671810";"FILTRO DOSATORE BRILLANTANTE";"cod. 1506 DIAM. 6mm  <2724_01>";"P0000346";2018;1;8001705;"A.T.A.  SRL";"PZ";5000;5000;04/07/2018;355;1;1506;181626;" ";" "
"A677270";"SUPPORTO MOTOPROTETTORE <2831>";" ";"P0000369";2018;1;8003215;"EBARA PUMPS EUROPE S.p.A.";"PZ";5000;5000;03/07/2018;630;1;372581158;1100161133;" ";" "
"A678001";"CAMPANA MINI NEW CON SERRANDA";"<2880>";"P0000411";2018;1;8004278;"MAZZER LUIGI S.P.A.";"PZ";3000;3000;15/06/2018;7092;1;"SMISCAE04";15783;" ";" "
"A678001";"CAMPANA MINI NEW CON SERRANDA";"<2880>";"P0000396";2018;6;8004278;"MAZZER LUIGI S.P.A.";"PZ";2000;2000;31/07/2018;4728;1;"SMISCAE04";4500015592;" ";" "
"A678070";"CARTER BRACCIO CENTRALE";"RAL 7035 <2884>";"P0000357";2018;1;8004645;"MALVESTIO SPA";"PZ";2000;2000;25/06/2018;1230;1;825827;2869;" ";" "
"A678110";"COPERCHIO ESTERNO SBLOCCO dis.";"T179 <2896>";"S0000053";2018;31;8004303;"CAME SPA";"PZ";1400;1400;01/06/2018;526.4;1;"119DT179";"PROGRAMMA";" ";" "
"A678110";"COPERCHIO ESTERNO SBLOCCO dis.";"T179 <2896>";"P0000340";2018;1;8004303;"CAME SPA";"PZ";1400;105;04/06/2018;39.48;1;"119DT179";4520143016;" ";" "
"A678110";"COPERCHIO ESTERNO SBLOCCO dis.";"T179 <2896>";"P0000353";2018;4;8004303;"CAME SPA";"PZ";420;420;04/06/2018;157.92;1;"119DT179";4520143271;" ";" "
"A678110";"COPERCHIO ESTERNO SBLOCCO dis.";"T179 <2896>";"P0000400";2018;4;8004303;"CAME SPA";"PZ";420;420;15/06/2018;157.92;1;"119DT179";4520145635;" ";" "
"A678110";"COPERCHIO ESTERNO SBLOCCO dis.";"T179 <2896>";"P0000404";2018;1;8004303;"CAME SPA";"PZ";420;420;18/06/2018;157.92;1;"119DT179";4520145927;" ";" "
"A678110";"COPERCHIO ESTERNO SBLOCCO dis.";"T179 <2896>";"S0000065";2018;21;8004303;"CAME SPA";"PZ";420;420;01/07/2018;157.92;1;"119DT179";"PROGRAMMA";" ";" "
"A678110";"COPERCHIO ESTERNO SBLOCCO dis.";"T179 <2896>";"S0000066";2018;17;8004303;"CAME SPA";"PZ";560;560;01/08/2018;210.56;1;"119DT179";"PROGRAMMA";" ";" "
"A678110";"COPERCHIO ESTERNO SBLOCCO dis.";"T179 <2896>";"S0000067";2018;18;8004303;"CAME SPA";"PZ";840;840;01/09/2018;315.84;1;"119DT179";"PROGRAMMA";" ";" "
"A678120";"COPERCHIO INTERNO SBLOCCO dis.";"T180 <2897>";"S0000053";2018;32;8004303;"CAME SPA";"PZ";1500;1500;01/06/2018;322.5;1;"119DT180";"PROGRAMMA";" ";" "
"A678120";"COPERCHIO INTERNO SBLOCCO dis.";"T180 <2897>";"P0000404";2018;2;8004303;"CAME SPA";"PZ";900;480;18/06/2018;103.2;1;"119DT180";4520145927;" ";" "
"A678120";"COPERCHIO INTERNO SBLOCCO dis.";"T180 <2897>";"S0000065";2018;22;8004303;"CAME SPA";"PZ";900;900;01/07/2018;193.5;1;"119DT180";"PROGRAMMA";" ";" "
"A678120";"COPERCHIO INTERNO SBLOCCO dis.";"T180 <2897>";"S0000066";2018;18;8004303;"CAME SPA";"PZ";300;300;01/08/2018;64.5;1;"119DT180";"PROGRAMMA";" ";" "
"A678120";"COPERCHIO INTERNO SBLOCCO dis.";"T180 <2897>";"S0000067";2018;19;8004303;"CAME SPA";"PZ";900;900;01/09/2018;193.5;1;"119DT180";"PROGRAMMA";" ";" "
"A678130";"COPERCHIO INTERMEDIO SBLOCCO d";"is.T181 <2898>";"S0000053";2018;33;8004303;"CAME SPA";"PZ";1600;1600;01/06/2018;142.4;1;"119DT181";"PROGRAMMA";" ";" "
"A678130";"COPERCHIO INTERMEDIO SBLOCCO d";"is.T181 <2898>";"P0000353";2018;2;8004303;"CAME SPA";"PZ";800;800;04/06/2018;71.2;1;"119DT181";4520143271;" ";" "
"A678130";"COPERCHIO INTERMEDIO SBLOCCO d";"is.T181 <2898>";"P0000400";2018;2;8004303;"CAME SPA";"PZ";400;400;15/06/2018;35.6;1;"119DT181";4520145635;" ";" "
"A678130";"COPERCHIO INTERMEDIO SBLOCCO d";"is.T181 <2898>";"P0000389";2018;1;8004303;"CAME SPA";"PZ";800;800;18/06/2018;71.2;1;"119DT181";4520145053;" ";" "
"A678130";"COPERCHIO INTERMEDIO SBLOCCO d";"is.T181 <2898>";"S0000066";2018;19;8004303;"CAME SPA";"PZ";400;400;01/08/2018;35.6;1;"119DT181";"PROGRAMMA";" ";" "
"A678130";"COPERCHIO INTERMEDIO SBLOCCO d";"is.T181 <2898>";"S0000067";2018;20;8004303;"CAME SPA";"PZ";1600;1600;01/09/2018;142.4;1;"119DT181";"PROGRAMMA";" ";" "
"A678140";"COPERCHIETTO PER SEMIGUSCIO IN";"FER. dis. T188 <2899>";"S0000053";2018;34;8004303;"CAME SPA";"PZ";1400;1400;01/06/2018;371;1;"119DT188";"PROGRAMMA";" ";" "
"A678140";"COPERCHIETTO PER SEMIGUSCIO IN";"FER. dis. T188 <2899>";"S0000065";2018;23;8004303;"CAME SPA";"PZ";800;800;01/07/2018;212;1;"119DT188";"PROGRAMMA";" ";" "
"A678140";"COPERCHIETTO PER SEMIGUSCIO IN";"FER. dis. T188 <2899>";"S0000066";2018;20;8004303;"CAME SPA";"PZ";400;400;01/08/2018;106;1;"119DT188";"PROGRAMMA";" ";" "
"A678140";"COPERCHIETTO PER SEMIGUSCIO IN";"FER. dis. T188 <2899>";"S0000067";2018;21;8004303;"CAME SPA";"PZ";1600;1600;01/09/2018;424;1;"119DT188";"PROGRAMMA";" ";" "
"A678230";"COPERTURA FINECORSA PER MODUS";"cod. MD COP.FIN. <2900>";"P0000222";2018;40;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;292;1;"MD COP.FIN.";164763;" ";" "
"A678240";"SPORTELLO DI SBLOCCO FINECORSA";"cod. MD COP.SBLO. <2900>";"P0000222";2018;73;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;186;1;"MD COP.SBLO.";164763;" ";" "
"A678270";"COPERTURA SCHEDA PARTE SUPERIO";"RE cod. COP SCHEDA SUP.<2902>";"P0000222";2018;11;8004806;"KING GATES SRL";"PZ";3040;3040;05/09/2018;915.04;1;"COP SCHEDA SUP.";164763;" ";" "
"A678270";"COPERTURA SCHEDA PARTE SUPERIO";"RE cod. COP SCHEDA SUP.<2902>";"P0000222";2018;74;8004806;"KING GATES SRL";"PZ";3040;3040;05/11/2018;915.04;1;"COP SCHEDA SUP.";164763;" ";" "
"A678280";"COPERTURA SCHEDA X STAR PARTE";"INFER.cod.COP.SCHEDA.INF<2902>";"P0000222";2018;8;8004806;"KING GATES SRL";"PZ";3040;3040;05/09/2018;802.56;1;"COP SCHEDA INF.";164763;" ";" "
"A678280";"COPERTURA SCHEDA X STAR PARTE";"INFER.cod.COP.SCHEDA.INF<2902>";"P0000222";2018;9;8004806;"KING GATES SRL";"PZ";3040;3040;05/11/2018;802.56;1;"COP SCHEDA INF.";164763;" ";" "
"A678290";"COPERCHIO PER MODUS cod. MD";"COPERCHIO <2903>";"P0000222";2018;41;8004806;"KING GATES SRL";"PZ";1000;1000;01/09/2018;2148;1;"MD COPERCHIO";164763;" ";" "
"A678719";"GUSCIO INF. MYO NERO SENZA MAR";"CHIO    MYO GU INF NE";"P0000222";2018;42;8004806;"KING GATES SRL";"PZ";2000;2000;01/09/2018;170;1;"MYO GU INF NE";164763;" ";" "
"A678719";"GUSCIO INF. MYO NERO SENZA MAR";"CHIO    MYO GU INF NE";"P0000222";2018;43;8004806;"KING GATES SRL";"PZ";2000;2000;02/11/2018;170;1;"MYO GU INF NE";164763;" ";" "
"A679050";"COPERCHIO LAMPEGGIANTE SERIE";"NOVO cod. NOVO COP.LAMP.";"P0000222";2018;52;8004806;"KING GATES SRL";"PZ";1000;1000;01/08/2018;540;1;"NOVO COP.LAMP.";164763;" ";" "
"A679050";"COPERCHIO LAMPEGGIANTE SERIE";"NOVO cod. NOVO COP.LAMP.";"P0000222";2018;53;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;540;1;"NOVO COP.LAMP.";164763;" ";" "
"A679060";"COPERCHIO FOTOCELLULA SERIE NO";"VO cod. NOVO COP.FOTO";"P0000222";2018;48;8004806;"KING GATES SRL";"PZ";1000;1000;01/07/2018;473;1;"NOVO COP.FOTO";164763;" ";" "
"A679060";"COPERCHIO FOTOCELLULA SERIE NO";"VO cod. NOVO COP.FOTO";"P0000222";2018;49;8004806;"KING GATES SRL";"PZ";1000;1000;01/09/2018;473;1;"NOVO COP.FOTO";164763;" ";" "
"A679060";"COPERCHIO FOTOCELLULA SERIE NO";"VO cod. NOVO COP.FOTO";"P0000222";2018;50;8004806;"KING GATES SRL";"PZ";1000;1000;02/11/2018;473;1;"NOVO COP.FOTO";164763;" ";" "
"A679080";"BASE RICEVITORE RADIO - FOTOCE";"L. - LAMP. cod. NOVO BASE FRED";"P0000222";2018;45;8004806;"KING GATES SRL";"PZ";1000;1000;01/07/2018;267;1;"NOVO BASE FRED";164763;" ";" "
"A679080";"BASE RICEVITORE RADIO - FOTOCE";"L. - LAMP. cod. NOVO BASE FRED";"P0000222";2018;46;8004806;"KING GATES SRL";"PZ";2000;2000;01/09/2018;534;1;"NOVO BASE FRED";164763;" ";" "
"A679080";"BASE RICEVITORE RADIO - FOTOCE";"L. - LAMP. cod. NOVO BASE FRED";"P0000222";2018;47;8004806;"KING GATES SRL";"PZ";2000;2000;02/11/2018;534;1;"NOVO BASE FRED";164763;" ";" "
"A680000";"GRIGLIA POST. cod.P0804_320_00";"<2993>";"P0000419";2018;2;8005108;"ALI GROUP S.R.L. A SOCIO UNICO";"PZ";2000;2000;13/07/2018;700;1;"BN144554";200293819;" ";" "
"A680010";"GRIGLIA ANT. cod.P0804_318_00";"<2993>";"P0000419";2018;1;8005108;"ALI GROUP S.R.L. A SOCIO UNICO";"PZ";2000;2000;13/07/2018;700;1;"BN144553";200293819;" ";" "
"A680390";"TESTATA VISORE <3003>";" ";"P0000348";2018;2;8004819;"TECNOLUX SRL";"PZ";2000;2000;04/07/2018;730;1;129010053;1095;" ";" "
"A680400";"SUPPORTO VISORE <300301>";" ";"P0000348";2018;1;8004819;"TECNOLUX SRL";"PZ";2000;2000;04/07/2018;1944;1;129010052;1095;" ";" "
"A680420";"PUPITRE CDE BCU C70/210 <3005>";" ";"P0000364";2018;2;8004321;"ECOFLAM BRUCIATORI SPA";"PZ";500;364;20/06/2018;1115.66;1;840020008900;" ";" ";" "
"A680570";"CHIUSURA ANTERIORE CENTRAFARI";"NERO <3012>";"P0000269";2018;7;8004819;"TECNOLUX SRL";"PZ";1000;1000;12/07/2018;1830;1;129010028;800;05/07/2018;" "
"A680580";"CHIUSURA POSTERIORE CENTRAFARI";"-NERO <3013>";"P0000269";2018;8;8004819;"TECNOLUX SRL";"PZ";1000;1000;12/07/2018;2728;1;129010029;800;05/07/2018;" "
"A680610";"CORPO CENTRALE CENTRAFARI NERO";"<3015>";"P0000269";2018;1;8004819;"TECNOLUX SRL";"PZ";1000;870;12/06/2018;10008.48;1;129010027;800;" ";" "
"A680610";"CORPO CENTRALE CENTRAFARI NERO";"<3015>";"P0000269";2018;6;8004819;"TECNOLUX SRL";"PZ";1000;1000;12/07/2018;11504;1;129010027;800;05/07/2018;" "
"A680620";"CHIUSURA SUPERIORE CENTRAFARI";"<3016>";"P0000269";2018;11;8004819;"TECNOLUX SRL";"PZ";1000;1000;05/07/2018;4719;1;129010030;800;" ";" "
"A680620";"CHIUSURA SUPERIORE CENTRAFARI";"<3016>";"P0000269";2018;12;8004819;"TECNOLUX SRL";"PZ";1000;1000;05/09/2018;4719;1;129010030;800;" ";" "
"A680640";"CLAMPA DN 40 PARTE 1 <3018>";"EASY SHELL";"P0000395";2018;1;8004594;"IVG COLBACHINI SPA";"PZ";500;500;24/07/2018;246.5;1;2928561;"A80350";" ";" "
"A680650";"CLAMPA DN 40 PARTE 2 <3018>";"EASY SHELL";"P0000395";2018;2;8004594;"IVG COLBACHINI SPA";"PZ";500;500;24/07/2018;246.5;1;2928562;"A80350";" ";" "
"A680800";"CIELO SUT COD. BN144555";" ";"P0000363";2018;1;8005108;"ALI GROUP S.R.L. A SOCIO UNICO";"PZ";500;500;15/06/2018;3400;1;"BN144555";292128;" ";" "
"A680800";"CIELO SUT COD. BN144555";" ";"P0000363";2018;2;8005108;"ALI GROUP S.R.L. A SOCIO UNICO";"PZ";500;500;01/07/2018;3400;1;"BN144555";292128;" ";" "
